artist,attack,collectible,cost,durability,dust,entourage,faction,flavor,health,howToEarn,howToEarnGolden,id,mechanics,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,targetingArrowText,text,type
Slawomir Maniak,5.0,True,6.0,,"[100, 800, 20, 100]",,,Just can't resist the opportunity to hang around with a bunch of totems.,5.0,,,OG_028,['TAUNT'],Thing from Below,,,SHAMAN,,RARE,OG,,,"[x]<b>Taunt</b>
Costs (1) less for each
Totem you've summoned
this game.",MINION
Steve Prescott,8.0,True,6.0,,"[100, 800, 20, 100]",,,This champion has learned from the best.  Except for his target selection.,5.0,,,AT_088,['FORGETFUL'],Mogor's Champion,,,NEUTRAL,,RARE,TGT,,,50% chance to attack the wrong enemy.,MINION
Alex Horley Orlandelli,7.0,True,5.0,,"[40, 400, 5, 50]",,,"He's recently recovered from being a ""scurvy dog.""",4.0,,,GVG_070,,Salty Dog,,,NEUTRAL,PIRATE,COMMON,GVG,,,,MINION
Howard Lyon,2.0,True,4.0,,"[100, 800, 20, 100]",,,Sometimes he forgets and just wanders into someone else's game.,5.0,,,EX1_584,['BATTLECRY'],Ancient Mage,,,NEUTRAL,,RARE,EXPERT1,,,<b>Battlecry:</b> Give adjacent minions <b>Spell Damage +1</b>.,MINION
Richie Marella,2.0,True,2.0,,,,,Grunting is what his father did and his father before that.   It's more than just a job.,2.0,,Unlocked at Shaman Level 57.,CS2_121,['TAUNT'],Frostwolf Grunt,,,NEUTRAL,,COMMON,CORE,,,<b>Taunt</b>,MINION
Oliver Chipping,1.0,True,0.0,,,,,"High mortality rate, from often being hugged to death.",1.0,"Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",LOEA10_3,,Murloc Tinyfin,,,NEUTRAL,MURLOC,COMMON,LOE,,,,MINION
James Ryman,3.0,True,4.0,,,,,"U da man!  No, U da man!",4.0,"Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",LOE_017,['BATTLECRY'],Keeper of Uldaman,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",PALADIN,,COMMON,LOE,,Change to 3/3.,<b>Battlecry:</b> Set a minion's Attack and Health to 3.,MINION
Daren Bader,6.0,True,6.0,,"[40, 400, 5, 50]",,,He also moonlights Thursday nights as a bouncer at the Pig and Whistle Tavern.,6.0,,,EX1_623,['BATTLECRY'],Temple Enforcer,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0}",PRIEST,,COMMON,EXPERT1,,Give +3 Health.,<b>Battlecry:</b> Give a friendly minion +3 Health.,MINION
Rafael Zanchetin,,True,2.0,,"[400, 1600, 100, 400]",,,For when your Auchenai Soulpriests call in sick.,,,,OG_104,,Embrace the Shadow,,,PRIEST,,EPIC,OG,,,"This turn, your healing effects deal damage instead.",SPELL
Clint Langley,,True,0.0,,"[400, 1600, 100, 400]",,,"""Be Prepared"" - Rogue Motto",,,,EX1_145,,Preparation,,,ROGUE,,EPIC,EXPERT1,,,The next spell you cast this turn costs (3) less.,SPELL
Raymond Swanland,,True,2.0,,"[40, 400, 5, 50]",,,The talk around the Ratchet Inn is that this card is too good and should be a Legendary.,,,,EX1_154,['CHOOSE_ONE'],Wrath,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",DRUID,,COMMON,EXPERT1,,,<b>Choose One</b> - Deal $3 damage to a minion; or $1 damage and draw a card.,SPELL
Nate Bowden,3.0,True,5.0,,,,,DO NOT GIVE HIM A ROOT BEER.,5.0,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",FP1_012,"['DEATHRATTLE', 'TAUNT']",Sludge Belcher,,,NEUTRAL,,RARE,NAXX,,,"<b>Taunt
Deathrattle:</b> Summon a 1/2 Slime with <b>Taunt</b>.",MINION
Mike Nicholson,1.0,True,2.0,,,,,Filling your Ghouls with Rocket Fuel is all the rage at Necromancer school.,3.0,"Unlocked in The Plague Quarter, in the Naxxramas adventure.","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",FP1_024,"['DEATHRATTLE', 'TAUNT']",Unstable Ghoul,,,NEUTRAL,,COMMON,NAXX,,,<b>Taunt</b>. <b>Deathrattle:</b> Deal 1 damage to all minions.,MINION
E. Guiton & A. Bozonnet,3.0,True,4.0,,"[100, 800, 20, 100]",,,A little flea powder will fix that right up.,3.0,,,OG_216,['DEATHRATTLE'],Infested Wolf,,,HUNTER,BEAST,RARE,OG,,,<b>Deathrattle:</b> Summon two 1/1 Spiders.,MINION
Matt Gaser,1.0,True,3.0,,"[40, 400, 5, 50]",,,peerc rewop,5.0,,,OG_248,,Am'gam Rager,,,NEUTRAL,,COMMON,OG,,,,MINION
Matt Dixon,2.0,True,3.0,,,,,This is who you go to when your Blackwing needs a tune up. Don't go to a cut rate Blackwing tune up shop!,4.0,"Unlocked in Molten Core, in the Blackrock Mountain adventure.","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",BRM_033,['BATTLECRY'],Blackwing Technician,,,NEUTRAL,,COMMON,BRM,,,"<b>Battlecry:</b> If you're holding a Dragon, gain +1/+1. ",MINION
Jaemin Kim,6.0,True,5.0,,"[1600, 3200, 400, 1600]",,,"She flitters around Ahn'Qiraj dreaming of the day she will meet a sweet prince, whom she can lay thousands of eggs with.",5.0,,,OG_309,['BATTLECRY'],Princess Huhuran,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_WITH_DEATHRATTLE': 0}",HUNTER,BEAST,LEGENDARY,OG,,,<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b> effect.,MINION
Ben Olson,4.0,True,4.0,,"[400, 1600, 100, 400]",,,He is sometimes found hiding in the treasure chest in the Gurubashi Arena.,1.0,,,GVG_109,['STEALTH'],Mini-Mage,,,NEUTRAL,,EPIC,GVG,1.0,,"<b>Stealth</b>
<b>Spell Damage +1</b>",MINION
A.J. Nazzaro,,True,0.0,,"[400, 1600, 100, 400]",,,But the minion arrives covered in goo.,,,,OG_101,,Forbidden Shaping,,,PRIEST,,EPIC,OG,,,Spend all your Mana. Summon a random minion that costs that much.,SPELL
,,True,,,,,,,30.0,,,HERO_09,,Anduin Wrynn,,,PRIEST,,FREE,CORE,,,,HERO
José Ladrönn,5.0,True,4.0,,"[100, 800, 20, 100]",,,He just closes his eyes and goes for it. Raarararrrarar!,4.0,,,GVG_066,"['FORGETFUL', 'WINDFURY']",Dunemaul Shaman,1.0,,SHAMAN,,RARE,GVG,,,"<b>Windfury, Overload: (1)</b>
50% chance to attack the wrong enemy.",MINION
Alex Horley Orlandelli,4.0,True,4.0,,,,,The Kor'kron are the elite forces of Garrosh Hellscream. Let's just say you don't want to run into these guys while wearing a blue tabard.,3.0,Unlocked at Level 4.,Unlocked at Level 44.,NEW1_011,['CHARGE'],Kor'kron Elite,,,WARRIOR,,COMMON,CORE,,,<b>Charge</b>,MINION
Sam Nielson,5.0,True,6.0,,"[1600, 3200, 400, 1600]",,,Pro tip: DO NOT BOGART THE BANANAS.,5.0,,,OG_122,['BATTLECRY'],"Mukla, Tyrant of the Vale",,,NEUTRAL,BEAST,LEGENDARY,OG,,,<b>Battlecry:</b> Add 2 Bananas to your hand.,MINION
Raymond Swanland,2.0,True,1.0,,"[40, 400, 5, 50]",,ALLIANCE,"If you want to stop a worgen from infiltrating, just yell, ""No! Bad boy!""",1.0,,,EX1_010,['STEALTH'],Worgen Infiltrator,,,NEUTRAL,,COMMON,EXPERT1,,,<b>Stealth</b>,MINION
Wayne Reynolds,1.0,True,1.0,,,,,The Reliquary considers itself the equal of the League of Explorers.  The League of Explorers doesn't.,1.0,"Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",LOE_116,['BATTLECRY'],Reliquary Seeker,,,WARLOCK,,RARE,LOE,,,"<b>Battlecry:</b> If you have 6 other minions, gain +4/+4.",MINION
Skan Srisuwan,1.0,True,1.0,,"[40, 400, 5, 50]",,,It's not HER fault you didn't put a spinning saw blade on your horse.,2.0,,,AT_133,['BATTLECRY'],Gadgetzan Jouster,,,NEUTRAL,,COMMON,TGT,,,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain +1/+1.",MINION
Nate Bowden,,True,5.0,,,,,Come to beautiful Ironforge! Where irons are forged and the forges are iron!,,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",KAR_091,,Ironforge Portal,,,WARRIOR,,COMMON,KARA,,,"Gain 4 Armor.
Summon a random
4-Cost minion.",SPELL
Justin Sweet,,True,2.0,,,,,"Windfury is like Earthfury and Firefury, but more light and airy.",,Unlocked at Level 1.,Unlocked at Level 23.,CS2_039,,Windfury,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,FREE,CORE,,,Give a minion <b>Windfury</b>.,SPELL
Jeff Easley,1.0,True,2.0,,"[100, 800, 20, 100]",,,Keeping tabs on the Grand Tournament is priority #1 for the five mighty Dragonflights!,4.0,,,AT_116,['BATTLECRY'],Wyrmrest Agent,,,PRIEST,,RARE,TGT,,,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Taunt</b>.",MINION
Peter C. Lee,5.0,True,7.0,2.0,"[400, 1600, 100, 400]",,,The longbow allows shots to be fired from farther away and is useful for firing on particularly odorous targets.,,,,DS1_188,,Gladiator's Longbow,,,HUNTER,,EPIC,EXPERT1,,,Your hero is <b>Immune</b> while attacking.,WEAPON
Zoltan & Gabor,8.0,True,5.0,,"[400, 1600, 100, 400]",,,So reaver. Much fel. Wow.,8.0,,,GVG_016,,Fel Reaver,,,NEUTRAL,MECHANICAL,EPIC,GVG,,,"Whenever your opponent plays a card, remove the top 3 cards of your deck.",MINION
Garrett Hanna,3.0,True,4.0,,"[400, 1600, 100, 400]",,,What are the qualifications for being a 'Horror?'  Just how horrible do you have to be?,3.0,,,OG_337,"['BATTLECRY', 'TAUNT']",Cyclopian Horror,,,NEUTRAL,,EPIC,OG,,,<b>Taunt</b>. <b>Battlecry:</b> Gain      +1 Health for each enemy minion.,MINION
Wayne Reynolds,5.0,True,7.0,,"[1600, 3200, 400, 1600]",,,"Antonidas was the Grand Magus of the Kirin Tor, and Jaina's mentor.  This was a big step up from being Grand Magus of Jelly Donuts.",7.0,,,EX1_559,,Archmage Antonidas,,,MAGE,,LEGENDARY,EXPERT1,,,"Whenever you cast a spell, add a 'Fireball' spell to your hand.",MINION
Zoltan Boros,4.0,True,3.0,,"[1600, 3200, 400, 1600]",,,Let's be clear about this:  ACIDMAW is the sidekick.,2.0,,,AT_063t,,Dreadscale,,,HUNTER,BEAST,LEGENDARY,TGT,,,"At the end of your turn, deal 1 damage to all other minions.",MINION
,,True,,,,,,,30.0,,,HERO_02,,Thrall,,,SHAMAN,,FREE,CORE,,,,HERO
Dan Scott,8.0,True,12.0,,"[400, 1600, 100, 400]",,,He and Mountain Giant don't get along.,8.0,,,GVG_121,,Clockwork Giant,,,NEUTRAL,MECHANICAL,EPIC,GVG,,,Costs (1) less for each card in your opponent's hand.,MINION
Rafael Zanchetin,3.0,True,2.0,,"[100, 800, 20, 100]",,,Do NOT be late with your overdue fines.,2.0,,,OG_109,"['BATTLECRY', 'DEATHRATTLE']",Darkshire Librarian,,,WARLOCK,,RARE,OG,,,"<b>Battlecry:</b>
Discard a random card. <b>Deathrattle:</b>
Draw a card.",MINION
Zoltan Boros,,True,1.0,,"[100, 800, 20, 100]",,,Don't stop believing there's something below.,,,,OG_072,,Journey Below,,,ROGUE,,RARE,OG,,,<b>Discover</b> a <b>Deathrattle</b> card.,SPELL
Zoltan Boros,,True,1.0,,,,,"""As in, you MIGHT want to get out of my way."" - Toad Mackle, recently buffed.",,Unlocked at Level 1.,Unlocked at Level 45.,CS2_087,,Blessing of Might,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PALADIN,,FREE,CORE,,,Give a minion +3 Attack.,SPELL
Michael Komarck,,True,3.0,,,,,Shields were invented because Face Block is USELESS.,,Unlocked at Level 8.,Unlocked at Level 28.,EX1_606,,Shield Block,,,WARRIOR,,COMMON,CORE,,,"Gain 5 Armor.
Draw a card.",SPELL
Malcolm Davis,1.0,True,0.0,,"[40, 400, 5, 50]",,,"If you hit an Eredar Lord with enough Wisps, it will explode.   But why?",1.0,,,CS2_231,,Wisp,,,NEUTRAL,,COMMON,EXPERT1,,,,MINION
Jim Nelson,3.0,True,2.0,,"[100, 800, 20, 100]",,,"Come at me, bro.",2.0,,,AT_069,"['BATTLECRY', 'TAUNT']",Sparring Partner,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",WARRIOR,,RARE,TGT,,Grant <b>Taunt</b>.,"<b>Taunt</b>
<b>Battlecry:</b> Give a
minion <b>Taunt</b>.",MINION
Jesper Esjing,4.0,True,4.0,,"[40, 400, 5, 50]",,,He gave her a promise ring and everything.,2.0,,,OG_283,"['BATTLECRY', 'DIVINE_SHIELD', 'RITUAL']",C'Thun's Chosen,,,NEUTRAL,,COMMON,OG,,,"[x]<b>Divine Shield</b>
<b>Battlecry:</b> Give your C'Thun
+2/+2 <i>(wherever it is).</i>",MINION
Mike Sass,6.0,True,7.0,,"[1600, 3200, 400, 1600]",,,He keeps earthinating the countryside despite attempts to stop him.,6.0,,,GVG_118,,Troggzor the Earthinator,,,NEUTRAL,,LEGENDARY,GVG,,,"Whenever your opponent casts a spell, summon a Burly Rockjaw Trogg.",MINION
Sam Nielson,2.0,True,3.0,,,,,Contains 75% more fiber than his brother Magni!,4.0,"Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",LOE_077,['AURA'],Brann Bronzebeard,,,NEUTRAL,,LEGENDARY,LOE,,,Your <b>Battlecries</b> trigger twice.,MINION
James Ryman,4.0,True,5.0,,,,HORDE,The Frostwolves are locked in combat with the Stormpike Expedition over control of Alterac Valley.  Every attempt at peace-talks has ended with Captain Galvangar killing the mediator.,4.0,,Unlocked at Shaman Level 53.,CS2_226,['BATTLECRY'],Frostwolf Warlord,,,NEUTRAL,,COMMON,CORE,,,<b>Battlecry:</b> Gain +1/+1 for each other friendly minion on the battlefield.,MINION
Graven Tung,,True,0.0,,"[40, 400, 5, 50]",,,Rogue dance troops will sometimes Shadowstep away at the end of a performance.  Crowds love it.,,,,EX1_144,,Shadowstep,,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",ROGUE,,COMMON,EXPERT1,,,Return a friendly minion to your hand. It costs (2) less.,SPELL
Jim Nelson,2.0,True,2.0,,"[40, 400, 5, 50]",,,"""I only plunder on days that end in 'y'.""",3.0,,,NEW1_018,['BATTLECRY'],Bloodsail Raider,,,NEUTRAL,PIRATE,COMMON,EXPERT1,,,<b>Battlecry:</b> Gain Attack equal to the Attack of your weapon.,MINION
Trent Kaniuga,7.0,True,6.0,,"[100, 800, 20, 100]","['PART_007', 'PART_006', 'PART_005', 'PART_001', 'PART_003', 'PART_002', 'PART_004']",,Crushes buildings with his BEAR hands. ,6.0,,,GVG_034,,Mech-Bear-Cat,,,DRUID,MECHANICAL,RARE,GVG,,,"Whenever this minion takes damage, add a <b>Spare Part</b> card to your hand.",MINION
Greg Staples,5.0,True,5.0,,,,,He got his name when he gave Blackwing some comic books and rock & roll records.,4.0,"Unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.","Crafting unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",BRM_034,['BATTLECRY'],Blackwing Corruptor,,{'REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND': 0},NEUTRAL,,COMMON,BRM,,Deal 3 damage.,"<b>Battlecry:</b> If you're holding a Dragon, deal 3 damage.",MINION
Daren Bader,,True,1.0,,,,,"This card makes something really damp.  Oh wait.  That's ""Humidity.""",,Unlocked at Level 6.,Unlocked at Level 28.,EX1_360,,Humility,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PALADIN,,COMMON,CORE,,,Change a minion's Attack to 1.,SPELL
Gonzalo Ordonez,,True,3.0,,"[400, 1600, 100, 400]",,,"While it's fun to intercept enemy lightning bolts, a spellbender much prefers to intercept opposing Marks of the Wild.  It just feels meaner.  And blood elves... well, they're a little mean.",,,,tt_010,['SECRET'],Spellbender,,,MAGE,,EPIC,EXPERT1,,,"<b>Secret:</b> When an enemy casts a spell on a minion, summon a 1/3 as the new target.",SPELL
Raymond Swanland,5.0,True,5.0,,,,,Everybody wants someone to snuggle with. Even giant armored scaly draconic beasts of destruction.,5.0,"Unlocked in Blackrock Spire, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",BRM_018,['BATTLECRY'],Dragon Consort,,,PALADIN,DRAGON,RARE,BRM,,,<b>Battlecry:</b> The next Dragon you play costs (2) less.,MINION
Alex Alexandrov,,True,3.0,,"[40, 400, 5, 50]",,,Let's be honest. One option is a lot ragier than the other.,,,,OG_047,['CHOOSE_ONE'],Feral Rage,,,DRUID,,COMMON,OG,,,<b>Choose One</b> - Give your hero +4 Attack this turn; or Gain 8 Armor.,SPELL
Doug Alexander,2.0,True,2.0,,"[40, 400, 5, 50]",,,"""I'm not saying you can dodge fireballs.  I'm saying with this shield, you won't have to.""",2.0,,,EX1_362,['BATTLECRY'],Argent Protector,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_FRIENDLY_TARGET': 0, 'REQ_NONSELF_TARGET': 0, 'REQ_MINION_TARGET': 0}",PALADIN,,COMMON,EXPERT1,,Give <b>Divine Shield</b>.,<b>Battlecry:</b> Give a friendly minion <b>Divine Shield</b>.,MINION
Brian Huang,3.0,True,5.0,4.0,,,,Guaranteed to have been owned by a real assassin.   Certificate of authenticity included.,,Unlocked at Level 2.,Unlocked at Level 32.,CS2_080,,Assassin's Blade,,,ROGUE,,COMMON,CORE,,,,WEAPON
Lucas Graciano,,True,2.0,,"[40, 400, 5, 50]",,,"Everyone has a price. Gnomes, for example, can be persuaded by stuffed animals and small amounts of chocolate.",,,,EX1_126,,Betrayal,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0, 'REQ_ENEMY_TARGET': 0}",ROGUE,,COMMON,EXPERT1,,,Force an enemy minion to deal its damage to the minions next to it.,SPELL
Wayne Reynolds,,True,2.0,,"[100, 800, 20, 100]",,,"""Shout! Shout! Let it all out!"" - Advice to warriors-in-training",,,,NEW1_036,,Commanding Shout,,,WARRIOR,,RARE,EXPERT1,,,Your minions can't be reduced below 1 Health this turn. Draw a card.,SPELL
Mike Sass,,True,1.0,,"[40, 400, 5, 50]",,,The promise of glory is a powerful tool to get minions to do your bidding.  Only slightly less powerful than the promise of an ice cream bar!,,,,AT_013,,Power Word: Glory,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PRIEST,,COMMON,TGT,,,"Choose a minion. Whenever it attacks, restore 4 Health to
your hero.",SPELL
Ralph Horsley,6.0,True,5.0,,"[1600, 3200, 400, 1600]",,,It's hard to make a living as a hunter in a world where beasts instantly reappear minutes after you kill them.,3.0,,,GVG_120,['BATTLECRY'],Hemet Nesingwary,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_TARGET_WITH_RACE': 20}",NEUTRAL,,LEGENDARY,GVG,,Destroy a Beast.,<b>Battlecry:</b> Destroy a Beast.,MINION
Alex Horley Orlandelli,2.0,True,5.0,,,,,"No Pain, No Gain.",7.0,,Unlocked at Warlock Level 57.,EX1_399,,Gurubashi Berserker,,,NEUTRAL,,COMMON,CORE,,,"Whenever this minion takes damage, gain +3 Attack.",MINION
Mauro Cascioli,,True,1.0,,,,,For the person who just cannot decide what card to put into a deck!,,Unlocked at Level 1.,Unlocked at Level 15.,DS1_184,,Tracking,,,HUNTER,,FREE,CORE,,,Look at the top three cards of your deck. Draw one and discard the others.,SPELL
Eva Widermann,3.0,True,3.0,,"[40, 400, 5, 50]",,,Turns out the tuskarr aren't real choosy about their totems.,2.0,,,AT_046,['BATTLECRY'],Tuskarr Totemic,,,SHAMAN,,COMMON,TGT,,,<b>Battlecry:</b> Summon ANY random Totem.,MINION
Ralph Horsley,6.0,True,7.0,,"[100, 800, 20, 100]",,,He gets a discount on the tournament entry fee because he is his own horse.,6.0,,,AT_041,,Knight of the Wild,,,DRUID,,RARE,TGT,,,"Whenever you summon a Beast, reduce the Cost of this card by (1).",MINION
Justin Thavirat,0.0,True,2.0,,,,,Eggs are a good source of protein and Nerubians.,2.0,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",FP1_007,['DEATHRATTLE'],Nerubian Egg,,,NEUTRAL,,RARE,NAXX,,,<b>Deathrattle:</b> Summon a 4/4 Nerubian.,MINION
Froilan Gardner,2.0,True,4.0,,"[40, 400, 5, 50]",,,Not a good basis for a system of government.,6.0,,,AT_085,['AURA'],Maiden of the Lake,,,NEUTRAL,,COMMON,TGT,,,Your Hero Power costs (1).,MINION
Dave Berggren,,True,3.0,,,,,Playing this card makes you SMARTER.  And let's face it: we could all stand to be a little smarter.,,Unlocked at Level 1.,Unlocked at Level 15.,CS2_023,,Arcane Intellect,,,MAGE,,FREE,CORE,,,Draw 2 cards.,SPELL
Jim Nelson,2.0,True,2.0,,"[40, 400, 5, 50]",,,Always roll need.,1.0,,,EX1_096,['DEATHRATTLE'],Loot Hoarder,,,NEUTRAL,,COMMON,EXPERT1,,,<b>Deathrattle:</b> Draw a card.,MINION
Glenn Rane,9.0,True,6.0,,"[1600, 3200, 400, 1600]",,,He lives in Blackrock Mountain.  He eats Gnomes.  That's pretty much it.,7.0,,,EX1_577,['DEATHRATTLE'],The Beast,,,NEUTRAL,BEAST,LEGENDARY,EXPERT1,,,<b>Deathrattle:</b> Summon a 3/3 Finkle Einhorn for your opponent.,MINION
Jon McConnell,4.0,True,3.0,,,,,They like to dance to reggae.,4.0,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",FP1_029,['DEATHRATTLE'],Dancing Swords,,,NEUTRAL,,COMMON,NAXX,,,<b>Deathrattle:</b> Your opponent draws a card.,MINION
Andrius Matijoshius,,True,7.0,,,,,Everyfin is cool when you're part of a murloc team!,,"Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",LOE_113,,Everyfin is Awesome,,,SHAMAN,,RARE,LOE,,,"Give your minions +2/+2.
Costs (1) less for each Murloc you control.",SPELL
Sam Nielson,2.0,True,6.0,,,,,The fourth one fell off in a tragic accident.  They don't talk about it.,6.0,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",LOE_089,['DEATHRATTLE'],Wobbling Runts,,,NEUTRAL,,RARE,LOE,,,<b>Deathrattle:</b> Summon three 2/2 Runts.,MINION
Tyson Murphy,1.0,True,2.0,,"[40, 400, 5, 50]",,,"Lance Carrier is an obscure entry level position in orcish armies.  A mystery, since orcs don't generally use lances.",2.0,,,AT_084,['BATTLECRY'],Lance Carrier,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0}",NEUTRAL,,COMMON,TGT,,Give +2 Attack.,<b>Battlecry:</b> Give a friendly minion +2 Attack.,MINION
Alex Konstad,6.0,True,7.0,,"[100, 800, 20, 100]",,,"Back in her day, each shield weighed two tons and she had to carry four of them on each arm!",6.0,,,OG_301,"['BATTLECRY', 'RITUAL']",Ancient Shieldbearer,,,WARRIOR,,RARE,OG,,,"<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain 10 Armor.",MINION
